userId,trackId
0,14
0,95
0,219
0,220
0,404
0,432
0,470
0,490
0,491
0,559
0,663
0,718
0,758
0,1129
0,1170
0,1172
0,1658
0,1709
0,2335
0,2371
0,2400
0,2404
0,2439
0,2449
0,2450
0,2510
0,2561
0,2784
0,2918
0,2982
0,2983
0,3265
0,3287
0,3383
0,3495
0,3737
0,3738
0,4162
0,4258
0,4573
0,4834
0,4914
0,4935
0,5017
0,5023
0,5261
0,5544
0,5558
0,6032
0,6125
0,6192
0,6449
0,6539
0,6771
0,6773
0,7137
0,7225
0,7255
0,7952
0,8213
0,8350
0,8474
0,8823
0,8825
0,8826
0,8846
0,9012
0,9079
0,9194
0,9246
0,10690
0,11788
0,12164
0,12479
0,13294
0,13691
0,14427
0,14746
0,14791
0,14792
0,14818
0,15085
0,16030
0,16528
0,17489
0,17632
0,17788
0,18970
0,19402
0,19403
0,19509
0,20135
0,20178
0,20219
0,20221
0,20351
0,20943
0,21378
0,21519
0,22555
0,22644
0,22726
0,23056
0,23098
0,23234
0,23297
0,23582
0,23741
0,23742
0,23743
0,23744
0,23902
0,24660
0,24967
0,25851
0,26556
0,26921
0,27665
0,28610
0,28677
0,30138
0,30199
0,32290
0,32294
0,32295
0,32410
0,33005
0,34610
0,34722
0,35152
0,35854
0,35951
0,35999
0,36541
0,38376
0,38381
0,38383
0,38997
0,40101
0,40190
0,41092
0,42036
0,42382
0,42831
0,43899
0,44041
0,44384
0,44474
0,44661
0,45507
0,46022
0,46460
0,46526
0,46546
0,46727
0,46970
0,46986
0,47098
0,47126
0,47161
0,47324
0,47738
0,47786
0,47792
0,48041
0,48276
0,48503
0,48527
0,48961
0,50927
0,50932
0,51772
0,51999
0,52218
0,52227
0,52694
0,53059
0,53060
0,53135
0,53236
0,53513
0,53625
0,53626
0,53754
0,53929
0,54288
0,54522
0,54951
0,55004
0,55145
0,55285
0,55637
0,55781
0,55809
0,55865
0,56134
0,56383
0,56404
0,56912
0,57699
0,57788
0,57871
0,58126
0,58197
0,58209
0,58527
0,58688
0,58916
0,59086
0,59327
0,59499
0,59992
0,60420
0,60608
0,61206
0,61601
0,61707
0,61927
0,62513
0,62522
0,62979
0,63634
0,63967
0,64865
0,64989
0,65146
0,65181
0,65446
0,65941
0,65944
0,67169
0,67287
0,67392
0,67393
0,67449
0,67485
0,67762
0,67888
0,67990
0,68294
0,68427
0,68438
0,68485
0,68593
0,68698
0,68830
0,68862
0,68938
0,69048
0,69532
0,69740
0,69881
0,71017
0,71130
0,71542
0,72242
1,3
1,4
1,5
1,6
1,7
1,8
1,27
1,31
1,33
1,37
1,40
1,44
1,50
1,63
1,64
1,65
1,66
1,67
1,74
1,100
1,102
1,103
1,106
1,107
1,109
1,113
1,121
1,134
1,168
1,172
1,192
1,199
1,212
1,241
1,242
1,243
1,262
1,277
1,281
1,288
1,289
1,290
1,291
1,298
1,310
1,314
1,329
1,334
1,375
1,376
1,377
1,378
1,379
1,380
1,393
1,400
1,413
1,417
1,418
1,419
1,420
1,421
1,423
1,424
1,427
1,447
1,449
1,480
1,504
1,508
1,536
1,538
1,609
1,612
1,615
1,626
1,708
1,726
1,778
1,796
1,798
1,831
1,871
1,872
1,874
1,877
1,952
1,954
1,960
1,961
1,962
1,963
1,969
1,991
1,1033
1,1036
1,1116
1,1138
1,1190
1,1191
1,1195
1,1204
1,1212
1,1219
1,1220
1,1222
1,1227
1,1243
1,1252
1,1253
1,1261
1,1266
1,1267
1,1270
1,1274
1,1275
1,1288
1,1289
1,1291
1,1292
1,1294
1,1297
1,1333
1,1334
1,1335
1,1336
1,1337
1,1338
1,1364
1,1391
1,1397
1,1398
1,1399
1,1415
1,1429
1,1430
1,1431
1,1440
1,1470
1,1488
1,1491
1,1492
1,1499
1,1515
1,1544
1,1546
1,1547
1,1557
1,1559
1,1577
1,1611
1,1651
1,1659
1,1677
1,1682
1,1684
1,1689
1,1692
1,1710
1,1741
1,1749
1,1754
1,2185
1,2186
1,2187
1,2188
1,2200
1,2206
1,2207
1,2208
1,2265
1,2267
1,2268
1,2269
1,2270
1,2271
1,2300
1,2301
1,2302
1,2305
1,2311
1,2312
1,2313
1,2329
1,2330
1,2351
1,2423
1,2425
1,2427
1,2453
1,2457
1,2462
1,2466
1,2481
1,2544
1,2583
1,2605
1,2686
1,2694
1,2695
1,2703
1,2704
1,2705
1,2786
1,2879
1,2946
1,2947
1,2948
1,3038
1,3039
1,3043
1,3044
1,3051
1,3058
1,3060
1,3087
1,3160
1,3229
1,3232
1,3233
1,3235
1,3237
1,3240
1,3241
1,3248
1,3420
1,3467
1,3507
1,3515
1,3522
1,3524
1,3525
1,3551
1,3653
1,3893
1,3898
1,3951
1,3977
1,3978
1,4127
1,4136
1,4210
1,4298
1,4358
1,4382
1,4384
1,4389
1,4401
1,4402
1,4403
1,4405
1,4409
1,4437
1,4525
1,4526
1,4527
1,4651
1,4653
1,4682
1,4716
1,4724
1,4725
1,4726
1,4729
1,4731
1,4765
1,4793
1,4805
1,4826
1,4836
1,4837
1,4838
1,4839
1,4972
1,4973
1,5170
1,5255
1,5308
1,5309
1,5331
1,5332
1,5378
1,5395
1,5408
1,5411
1,5413
1,5433
1,5445
1,5447
1,5526
1,5627
1,5635
1,5686
1,5688
1,5692
1,5698
1,5713
1,5714
1,5715
1,5716
1,5717
1,5827
1,5831
1,5864
1,5865
1,5886
1,5987
1,5990
1,5991
1,5992
1,5993
1,5996
1,6002
1,6003
1,6005
1,6047
1,6055
1,6063
1,6064
1,6079
1,6094
1,6095
1,6096
1,6097
1,6099
1,6100
1,6101
1,6121
1,6136
1,6144
1,6174
1,6187
1,6194
1,6206
1,6215
1,6221
1,6223
1,6224
1,6226
1,6227
1,6247
1,6258
1,6270
1,6273
1,6275
1,6276
1,6277
1,6283
1,6285
1,6300
1,6301
1,6302
1,6303
1,6304
1,6305
1,6306
1,6307
1,6308
1,6320
1,6321
1,6328
1,6329
1,6349
1,6350
1,6372
1,6373
1,6376
1,6387
1,6394
1,6395
1,6396
1,6397
1,6399
1,6400
1,6401
1,6414
1,6429
1,6438
1,6439
1,6448
1,6467
1,6469
1,6470
1,6479
1,6481
1,6487
1,6490
1,6493
1,6504
1,6536
1,6543
1,6554
1,6561
1,6564
1,6571
1,6580
1,6582
1,6583
1,6584
1,6592
1,6618
1,6623
1,6624
1,6637
1,6640
1,6645
1,6650
1,6651
1,6663
1,6680
1,6687
1,6706
1,6709
1,6712
1,6713
1,6714
1,6735
1,6737
1,6738
1,6739
1,6752
1,6796
1,6805
1,6816
1,6868
1,6870
1,6876
1,6881
1,6887
1,6895
1,6915
1,6920
1,6921
1,6923
1,6924
1,6927
1,6928
1,6929
1,6930
1,6931
1,6933
1,6934
1,6935
1,6960
1,7015
1,7058
1,7061
1,7071
1,7108
1,7132
1,7161
1,7163
1,7184
1,7202
1,7203
1,7270
1,7292
1,7301
1,7324
1,7337
1,7338
1,7339
1,7340
1,7348
1,7360
1,7370
1,7394
1,7496
1,7497
1,7580
1,7592
1,7598
1,7613
1,7664
1,8004
1,8035
1,8039
1,8057
1,8085
1,8263
1,8271
1,8272
1,8279
1,8469
1,8471
1,8472
1,8487
1,8511
1,8543
1,8544
1,8620
1,8621
1,8625
1,8672
1,8680
1,8714
1,8727
1,8774
1,8788
1,8793
1,8794
1,8795
1,8893
1,8941
1,8942
